Model,Features,Tolerance,Mean,Std
LogisticRegression,"Hours_Studied, Parental_Involvement",4,0.8806961259079903,0.007062982770779364
LogisticRegression,"Hours_Studied, Parental_Involvement",5,0.9486501210653754,0.005306531557355392
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",0,0.1270944309927361,0.007665021175531583
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",1,0.35828087167070216,0.011041413237489533
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",2,0.5763135593220339,0.01083294604799371
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",3,0.748638014527845,0.00923745994659365
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",4,0.8764285714285713,0.006924285664608463
LogisticRegression,"Hours_Studied, Parental_Involvement, Gender",5,0.9479116222760291,0.005084494628837735
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",0,0.12561138014527845,0.007944144946450883
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",1,0.3595217917675545,0.01114682875467727
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",2,0.5811259079903148,0.011427757612693426
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",3,0.7603389830508475,0.008662339998843888
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",4,0.8865920096852301,0.00680423518094034
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores",5,0.9565496368038741,0.004537672363857574
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",0,0.12653753026634382,0.007808064949765679
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",1,0.3575544794188862,0.01036023392666221
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",2,0.579685230024213,0.010726944053034688
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",3,0.7598002421307506,0.009328096709675963
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",4,0.8850605326876513,0.006582441489448709
LogisticRegression,"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",5,0.9561016949152542,0.004738685929801813
LogisticRegression,"Hours_Studied, Previous_Scores",0,0.12875302663438257,0.0070872586876375996
LogisticRegression,"Hours_Studied, Previous_Scores",1,0.3551634382566586,0.01093178248260757
LogisticRegression,"Hours_Studied, Previous_Scores",2,0.5719915254237288,0.010313462255362144
LogisticRegression,"Hours_Studied, Previous_Scores",3,0.7492251815980631,0.008395188746478205
LogisticRegression,"Hours_Studied, Previous_Scores",4,0.8766949152542373,0.007606651573965397
LogisticRegression,"Hours_Studied, Previous_Scores",5,0.9476452784503633,0.004984600535879849
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",0,0.12874092009685228,0.0076422731558572245
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",1,0.3552058111380145,0.010029173088475007
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",2,0.5716343825665859,0.009642418587846636
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",3,0.7498789346246972,0.008957399943714433
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",4,0.8750363196125908,0.007039480201501579
LogisticRegression,"Hours_Studied, Previous_Scores, Gender",5,0.9475605326876513,0.005133236950161858
LogisticRegression,Parental_Involvement,0,0.11556900726392252,0.006243898338862884
LogisticRegression,Parental_Involvement,1,0.3287409200968523,0.011282612237198945
LogisticRegression,Parental_Involvement,2,0.5277542372881355,0.01216794628135997
LogisticRegression,Parental_Involvement,3,0.6867372881355932,0.010545286699987853
LogisticRegression,Parental_Involvement,4,0.8085048426150121,0.008627959292839127
LogisticRegression,Parental_Involvement,5,0.890181598062954,0.007449160998005869
LogisticRegression,"Parental_Involvement, Gender",0,0.11362590799031476,0.007679192418855443
LogisticRegression,"Parental_Involvement, Gender",1,0.32970944309927364,0.011164288805333607
LogisticRegression,"Parental_Involvement, Gender",2,0.5308535108958838,0.012572493929759303
LogisticRegression,"Parental_Involvement, Gender",3,0.687457627118644,0.010698391997400941
LogisticRegression,"Parental_Involvement, Gender",4,0.8083171912832929,0.009389997585922018
LogisticRegression,"Parental_Involvement, Gender",5,0.8946004842615012,0.007523370611339592
LogisticRegression,"Parental_Involvement, Previous_Scores",0,0.11616222760290557,0.007149134611874968
LogisticRegression,"Parental_Involvement, Previous_Scores",1,0.33266949152542374,0.010172175325756708
LogisticRegression,"Parental_Involvement, Previous_Scores",2,0.531138014527845,0.011673638250303549
LogisticRegression,"Parental_Involvement, Previous_Scores",3,0.695823244552058,0.009300202909916826
LogisticRegression,"Parental_Involvement, Previous_Scores",4,0.8172094430992736,0.008940630959100403
LogisticRegression,"Parental_Involvement, Previous_Scores",5,0.8987772397094431,0.0074254726164013395
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",0,0.11714285714285713,0.0065391152923565486
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",1,0.3324031476997579,0.009950871560230605
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",2,0.5324213075060533,0.012224072987421916
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",3,0.696858353510896,0.010590047356977729
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",4,0.8170217917675545,0.008687257137415005
LogisticRegression,"Parental_Involvement, Previous_Scores, Gender",5,0.8986682808716706,0.007667956470781998
LogisticRegression,Previous_Scores,0,0.11269370460048427,0.007350564209419396
LogisticRegression,Previous_Scores,1,0.3239406779661017,0.010373263659546906
LogisticRegression,Previous_Scores,2,0.5253268765133172,0.011615917848137685
LogisticRegression,Previous_Scores,3,0.6880750605326876,0.010642762258792671
LogisticRegression,Previous_Scores,4,0.8089104116222761,0.009368159040312688
LogisticRegression,Previous_Scores,5,0.8898244552058111,0.007955784050184218
LogisticRegression,"Previous_Scores, Gender",0,0.11396489104116223,0.007066524329109028
LogisticRegression,"Previous_Scores, Gender",1,0.3250968523002421,0.009703868692034304
LogisticRegression,"Previous_Scores, Gender",2,0.5280932203389831,0.011373903938682109
LogisticRegression,"Previous_Scores, Gender",3,0.6898728813559322,0.011426486314242455
LogisticRegression,"Previous_Scores, Gender",4,0.8098426150121065,0.01041479986388358
LogisticRegression,"Previous_Scores, Gender",5,0.8912409200968523,0.008602044324694538
SVM (linear),Attendance,0,0.15276634382566587,0.008203682259545585
SVM (linear),Attendance,1,0.4355992736077482,0.012553473713933653
SVM (linear),Attendance,2,0.6573970944309927,0.012826207935772424
SVM (linear),Attendance,3,0.8141585956416465,0.012465777953421034
SVM (linear),Attendance,4,0.9079600484261502,0.008934800257141844
SVM (linear),Attendance,5,0.9561743341404358,0.005205085889687109
SVM (linear),"Attendance, Gender",0,0.15060532687651332,0.008608902277332662
SVM (linear),"Attendance, Gender",1,0.43461259079903153,0.01209919189189851
SVM (linear),"Attendance, Gender",2,0.6608414043583535,0.012421995864984919
SVM (linear),"Attendance, Gender",3,0.8157929782082324,0.011137673909961905
SVM (linear),"Attendance, Gender",4,0.9090012106537531,0.008089830154211611
SVM (linear),"Attendance, Gender",5,0.9582506053268766,0.004738666403153847
SVM (linear),"Attendance, Parental_Involvement",0,0.15619854721549636,0.007444061429853705
SVM (linear),"Attendance, Parental_Involvement",1,0.44449757869249396,0.011814003992770602
SVM (linear),"Attendance, Parental_Involvement",2,0.6661803874092009,0.011195598688788154
SVM (linear),"Attendance, Parental_Involvement",3,0.8238922518159807,0.010398879079791515
SVM (linear),"Attendance, Parental_Involvement",4,0.9135472154963681,0.007735419221498163
SVM (linear),"Attendance, Parental_Involvement",5,0.9601029055690072,0.004569789686246211
SVM (linear),"Attendance, Parental_Involvement, Gender",0,0.1561864406779661,0.007518301686904787
SVM (linear),"Attendance, Parental_Involvement, Gender",1,0.4449031476997579,0.011952383947447845
SVM (linear),"Attendance, Parental_Involvement, Gender",2,0.6674273607748183,0.011343600141622442
SVM (linear),"Attendance, Parental_Involvement, Gender",3,0.8239769975786925,0.010126240166210346
SVM (linear),"Attendance, Parental_Involvement, Gender",4,0.9140980629539952,0.007266518132222959
SVM (linear),"Attendance, Parental_Involvement, Gender",5,0.9614467312348668,0.004432968787777132
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",0,0.165090799031477,0.00725824153568759
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",1,0.4637651331719128,0.011986102108221918
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",2,0.6837953995157384,0.012856666073790527
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",3,0.8345278450363196,0.009025534062330266
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",4,0.921313559322034,0.006970886610359105
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores",5,0.9650242130750606,0.004189041526234328
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.16526029055690075,0.0077655595637653955
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.46082929782082327,0.01183266139046912
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.6854116222760291,0.012551882971859331
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.8360351089588377,0.008861709734573377
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.9204116222760291,0.006809729658554763
SVM (linear),"Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.9659866828087168,0.004027888278053549
SVM (linear),"Attendance, Previous_Scores",0,0.157590799031477,0.0069131585601093296
SVM (linear),"Attendance, Previous_Scores",1,0.45276029055690076,0.011059379412845821
SVM (linear),"Attendance, Previous_Scores",2,0.677360774818402,0.011813472952972977
SVM (linear),"Attendance, Previous_Scores",3,0.8279782082324455,0.00901521867988628
SVM (linear),"Attendance, Previous_Scores",4,0.916501210653753,0.007107242579804352
SVM (linear),"Attendance, Previous_Scores",5,0.9617130750605327,0.004032186427393514
SVM (linear),"Attendance, Previous_Scores, Gender",0,0.15836561743341404,0.007629137103779462
SVM (linear),"Attendance, Previous_Scores, Gender",1,0.44940677966101694,0.01144206413922931
SVM (linear),"Attendance, Previous_Scores, Gender",2,0.6773789346246972,0.011508595459110099
SVM (linear),"Attendance, Previous_Scores, Gender",3,0.8281537530266344,0.00916405311945362
SVM (linear),"Attendance, Previous_Scores, Gender",4,0.9149818401937045,0.006778074905568206
SVM (linear),"Attendance, Previous_Scores, Gender",5,0.9629842615012106,0.004187092850070567
SVM (linear),Gender,0,0.1101089588377724,0.007049557450465633
SVM (linear),Gender,1,0.32111985472154964,0.011067935232980445
SVM (linear),Gender,2,0.523728813559322,0.012853310356895617
SVM (linear),Gender,3,0.6796489104116223,0.01147481759635852
SVM (linear),Gender,4,0.799273607748184,0.009338528220666801
SVM (linear),Gender,5,0.8856113801452784,0.008462974966769916
SVM (linear),Hours_Studied,0,0.12792978208232447,0.007283370887770721
SVM (linear),Hours_Studied,1,0.3492917675544794,0.010202766097799618
SVM (linear),Hours_Studied,2,0.5551694915254237,0.011264666958817154
SVM (linear),Hours_Studied,3,0.7261016949152542,0.008575077788211649
SVM (linear),Hours_Studied,4,0.851634382566586,0.007268252270224934
SVM (linear),Hours_Studied,5,0.9249515738498789,0.005697327253691966
SVM (linear),"Hours_Studied, Attendance",0,0.21999394673123487,0.009094466191239738
SVM (linear),"Hours_Studied, Attendance",1,0.5882021791767554,0.011028672844666685
SVM (linear),"Hours_Studied, Attendance",2,0.8333837772397095,0.007978955658895672
SVM (linear),"Hours_Studied, Attendance",3,0.9471004842615013,0.004654691783826492
SVM (linear),"Hours_Studied, Attendance",4,0.9818462469733656,0.0023046065773384902
SVM (linear),"Hours_Studied, Attendance",5,0.9911077481840194,0.0017958855066194017
SVM (linear),"Hours_Studied, Attendance, Gender",0,0.21687046004842614,0.010147986452818803
SVM (linear),"Hours_Studied, Attendance, Gender",1,0.5869915254237288,0.01131557047105766
SVM (linear),"Hours_Studied, Attendance, Gender",2,0.834140435835351,0.0082895610201996
SVM (linear),"Hours_Studied, Attendance, Gender",3,0.9461864406779661,0.004605614289956953
SVM (linear),"Hours_Studied, Attendance, Gender",4,0.9812227602905569,0.002419747828434533
SVM (linear),"Hours_Studied, Attendance, Gender",5,0.991138014527845,0.0018037513892153012
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",0,0.2283050847457627,0.010331556885186027
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",1,0.6322820823244552,0.01120187824883991
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",2,0.8708292978208233,0.00738865312574903
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",3,0.9623123486682809,0.0037794034351016008
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",4,0.9870944309927361,0.0020230322100979843
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement",5,0.9919430992736078,0.0015262732015717585
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",0,0.22497578692493947,0.010410605527495495
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",1,0.6274878934624697,0.011205657507713313
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",2,0.8689406779661017,0.00786077637125364
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",3,0.9616525423728813,0.0038074594415210793
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",4,0.9865314769975787,0.00204576459358878
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Gender",5,0.9919188861985472,0.0016355597332892923
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",0,0.2647639225181598,0.009872543220484562
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",1,0.6916828087167071,0.010838399327582212
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",2,0.9112288135593221,0.007004721822084833
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",3,0.976180387409201,0.0029079819246226116
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",4,0.989727602905569,0.0018482130634445918
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores",5,0.9925484261501211,0.0015973675198178473
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.26397699757869253,0.009747357645588938
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.6895944309927361,0.009973401053948448
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.9089769975786924,0.006415792847260136
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.97681598062954,0.002837278651819294
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.9895278450363196,0.0018761286614721422
SVM (linear),"Hours_Studied, Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.9925302663438257,0.001614709364305289
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",0,0.23578692493946732,0.009596732301342744
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",1,0.6328510895883778,0.01026713542414685
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",2,0.8743946731234867,0.007613460598476846
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",3,0.9626694915254237,0.004008877359373631
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",4,0.9862469733656174,0.0020952893087084765
SVM (linear),"Hours_Studied, Attendance, Previous_Scores",5,0.9922094430992736,0.001526176198333394
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",0,0.23459443099273605,0.00938769340252635
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",1,0.6311985472154964,0.01056006151687106
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",2,0.87272397094431,0.007000622965600503
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",3,0.962863196125908,0.0036394691315803115
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",4,0.9862167070217918,0.0021159869994625954
SVM (linear),"Hours_Studied, Attendance, Previous_Scores, Gender",5,0.9922094430992736,0.0015213181503301268
SVM (linear),"Hours_Studied, Gender",0,0.12354116222760292,0.007657859263138864
SVM (linear),"Hours_Studied, Gender",1,0.348771186440678,0.01055846139906623
SVM (linear),"Hours_Studied, Gender",2,0.5555145278450363,0.012569797026669422
SVM (linear),"Hours_Studied, Gender",3,0.7230992736077482,0.012308259028062214
SVM (linear),"Hours_Studied, Gender",4,0.8456174334140435,0.011542784321293523
SVM (linear),"Hours_Studied, Gender",5,0.9217615012106538,0.007271243386142577
SVM (linear),"Hours_Studied, Parental_Involvement",0,0.12711259079903148,0.0069915631424079154
SVM (linear),"Hours_Studied, Parental_Involvement",1,0.35483050847457626,0.01037790285378468
SVM (linear),"Hours_Studied, Parental_Involvement",2,0.5628329297820823,0.010618913389246318
SVM (linear),"Hours_Studied, Parental_Involvement",3,0.7308777239709443,0.009125278961184985
SVM (linear),"Hours_Studied, Parental_Involvement",4,0.8570278450363196,0.007776133321771318
SVM (linear),"Hours_Studied, Parental_Involvement",5,0.9285895883777239,0.0053415690569217624
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",0,0.12417070217917675,0.007534861466445227
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",1,0.35225786924939473,0.010833287705754922
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",2,0.5607384987893462,0.011527479067294885
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",3,0.7265375302663437,0.01133969223528251
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",4,0.8498184019370459,0.010373665055900405
SVM (linear),"Hours_Studied, Parental_Involvement, Gender",5,0.926271186440678,0.006608659305397259
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",0,0.12395278450363197,0.0076359624310156264
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",1,0.35653147699757864,0.010132159660301442
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",2,0.5688861985472154,0.01106208319836611
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",3,0.7381476997578693,0.010059087566353894
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",4,0.8633656174334141,0.00927772217059365
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores",5,0.9342070217917676,0.006822878280649946
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",0,0.12360774818401937,0.008388537735521867
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",1,0.353317191283293,0.010249970677099953
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",2,0.5682869249394673,0.011560654860646401
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",3,0.7369673123486683,0.010603724932905949
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",4,0.8621004842615012,0.009022324591888833
SVM (linear),"Hours_Studied, Parental_Involvement, Previous_Scores, Gender",5,0.9347094430992736,0.006595215491363848
SVM (linear),"Hours_Studied, Previous_Scores",0,0.12499394673123486,0.00800771957475753
SVM (linear),"Hours_Studied, Previous_Scores",1,0.35395278450363193,0.010496513598841366
SVM (linear),"Hours_Studied, Previous_Scores",2,0.5621670702179177,0.01143245937838913
SVM (linear),"Hours_Studied, Previous_Scores",3,0.7337651331719128,0.009508742158645932
SVM (linear),"Hours_Studied, Previous_Scores",4,0.8583777239709443,0.008821634039196493
SVM (linear),"Hours_Studied, Previous_Scores",5,0.929636803874092,0.006666162097472101
SVM (linear),"Hours_Studied, Previous_Scores, Gender",0,0.12459443099273608,0.008610215610857093
SVM (linear),"Hours_Studied, Previous_Scores, Gender",1,0.3514225181598063,0.010583432756745175
SVM (linear),"Hours_Studied, Previous_Scores, Gender",2,0.5626210653753027,0.011308071065894374
SVM (linear),"Hours_Studied, Previous_Scores, Gender",3,0.7320762711864407,0.011246210913950377
SVM (linear),"Hours_Studied, Previous_Scores, Gender",4,0.8562530266343826,0.010183884785615238
SVM (linear),"Hours_Studied, Previous_Scores, Gender",5,0.9292493946731234,0.006461564585959961
SVM (linear),Parental_Involvement,0,0.11608958837772397,0.006825527740541942
SVM (linear),Parental_Involvement,1,0.3281537530266344,0.011924765655323783
SVM (linear),Parental_Involvement,2,0.5256900726392252,0.013533693709999276
SVM (linear),Parental_Involvement,3,0.685677966101695,0.012057406360361119
SVM (linear),Parental_Involvement,4,0.8075544794188861,0.011296054125605987
SVM (linear),Parental_Involvement,5,0.8896791767554479,0.009691867619987615
SVM (linear),"Parental_Involvement, Gender",0,0.11394067796610169,0.00734240251680127
SVM (linear),"Parental_Involvement, Gender",1,0.3282869249394673,0.01117925532478159
SVM (linear),"Parental_Involvement, Gender",2,0.529679176755448,0.012207752788177
SVM (linear),"Parental_Involvement, Gender",3,0.6860895883777239,0.011997571350260293
SVM (linear),"Parental_Involvement, Gender",4,0.8060774818401937,0.01075623241915807
SVM (linear),"Parental_Involvement, Gender",5,0.8921004842615012,0.008534796727787472
SVM (linear),"Parental_Involvement, Previous_Scores",0,0.11477602905569008,0.006709757378472826
SVM (linear),"Parental_Involvement, Previous_Scores",1,0.33033898305084747,0.010665891558944637
SVM (linear),"Parental_Involvement, Previous_Scores",2,0.5314164648910412,0.012940696626230725
SVM (linear),"Parental_Involvement, Previous_Scores",3,0.6913559322033899,0.012790462406220669
SVM (linear),"Parental_Involvement, Previous_Scores",4,0.8126089588377724,0.011875736431003911
SVM (linear),"Parental_Involvement, Previous_Scores",5,0.8948668280871671,0.009367368837125837
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",0,0.11291162227602905,0.006488530408353442
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",1,0.32703995157384985,0.011181506436419826
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",2,0.5298305084745762,0.012341520741581501
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",3,0.6870157384987894,0.011608795803258683
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",4,0.808638014527845,0.010137330905548811
SVM (linear),"Parental_Involvement, Previous_Scores, Gender",5,0.8948486682808716,0.008865317618382438
SVM (linear),Previous_Scores,0,0.11216707021791768,0.006460544912065708
SVM (linear),Previous_Scores,1,0.32545399515738493,0.011205485750871066
SVM (linear),Previous_Scores,2,0.5281598062953995,0.012854024473846162
SVM (linear),Previous_Scores,3,0.6890556900726392,0.012452524252572709
SVM (linear),Previous_Scores,4,0.8114951573849879,0.012830857347917243
SVM (linear),Previous_Scores,5,0.8917615012106538,0.010723898647932927
SVM (linear),"Previous_Scores, Gender",0,0.11069612590799033,0.006688630270110256
SVM (linear),"Previous_Scores, Gender",1,0.3250544794188862,0.011891384032543134
SVM (linear),"Previous_Scores, Gender",2,0.5274273607748183,0.013762677723049083
SVM (linear),"Previous_Scores, Gender",3,0.68227602905569,0.012326576688455798
SVM (linear),"Previous_Scores, Gender",4,0.8041101694915254,0.01073914288585933
SVM (linear),"Previous_Scores, Gender",5,0.8916162227602905,0.0097178013806505
SVM (rbf),Attendance,0,0.15690677966101696,0.006369846188501006
SVM (rbf),Attendance,1,0.44923123486682814,0.010105150342267642
SVM (rbf),Attendance,2,0.6733777239709443,0.01147597872264509
SVM (rbf),Attendance,3,0.8212348668280872,0.009988821698384885
SVM (rbf),Attendance,4,0.917318401937046,0.006132298327197841
SVM (rbf),Attendance,5,0.9637832929782083,0.004186809973631228
SVM (rbf),"Attendance, Gender",0,0.15536924939467311,0.0072949658077226965
SVM (rbf),"Attendance, Gender",1,0.43683414043583535,0.010821022275138861
SVM (rbf),"Attendance, Gender",2,0.6651089588377723,0.01182666199117908
SVM (rbf),"Attendance, Gender",3,0.8185593220338983,0.008878802861206488
SVM (rbf),"Attendance, Gender",4,0.9105205811138015,0.0062608878288621704
SVM (rbf),"Attendance, Gender",5,0.9623789346246973,0.003917655886416144
SVM (rbf),"Attendance, Parental_Involvement",0,0.1588135593220339,0.00641629183928603
SVM (rbf),"Attendance, Parental_Involvement",1,0.4555084745762712,0.010686144913480359
SVM (rbf),"Attendance, Parental_Involvement",2,0.6832627118644068,0.011407463104969266
SVM (rbf),"Attendance, Parental_Involvement",3,0.8351937046004843,0.009172823312274484
SVM (rbf),"Attendance, Parental_Involvement",4,0.9232687651331719,0.006577288927806704
SVM (rbf),"Attendance, Parental_Involvement",5,0.9672336561743342,0.0035156103043328117
SVM (rbf),"Attendance, Parental_Involvement, Gender",0,0.15520581113801454,0.008077900805908587
SVM (rbf),"Attendance, Parental_Involvement, Gender",1,0.44549031476997575,0.011267411816984157
SVM (rbf),"Attendance, Parental_Involvement, Gender",2,0.6737227602905569,0.011728416219259288
SVM (rbf),"Attendance, Parental_Involvement, Gender",3,0.8299273607748183,0.008726297976696412
SVM (rbf),"Attendance, Parental_Involvement, Gender",4,0.9197639225181597,0.005956110612117115
SVM (rbf),"Attendance, Parental_Involvement, Gender",5,0.9650544794188862,0.0036814112298240486
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",0,0.1642675544794189,0.007009095518144255
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",1,0.4707203389830509,0.011267832274788663
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",2,0.7010714285714286,0.011042343412675409
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",3,0.8501694915254236,0.008328972897428403
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",4,0.9326150121065375,0.006069682054876212
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores",5,0.9720399515738499,0.00356375139531711
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",0,0.16427360774818403,0.008325105904726494
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",1,0.45906174334140437,0.011730991044981367
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",2,0.6907687651331719,0.0110018190294251
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",3,0.8464527845036319,0.008087160113697277
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",4,0.928541162227603,0.005736428158123211
SVM (rbf),"Attendance, Parental_Involvement, Previous_Scores, Gender",5,0.9711924939467312,0.003593125828034608
SVM (rbf),"Attendance, Previous_Scores",0,0.15947336561743342,0.007333081049905916
SVM (rbf),"Attendance, Previous_Scores",1,0.45770581113801456,0.011474841787687868
SVM (rbf),"Attendance, Previous_Scores",2,0.6867372881355932,0.01064102153462759
SVM (rbf),"Attendance, Previous_Scores",3,0.8388861985472156,0.009971331906875977
SVM (rbf),"Attendance, Previous_Scores",4,0.9244673123486683,0.005925086436285479
SVM (rbf),"Attendance, Previous_Scores",5,0.9672820823244552,0.00385479789454628
SVM (rbf),"Attendance, Previous_Scores, Gender",0,0.16265738498789348,0.0071007169754742595
SVM (rbf),"Attendance, Previous_Scores, Gender",1,0.4489891041162227,0.010412608711612628
SVM (rbf),"Attendance, Previous_Scores, Gender",2,0.6802179176755447,0.01049165521555676
SVM (rbf),"Attendance, Previous_Scores, Gender",3,0.8350726392251816,0.008121959393995353
SVM (rbf),"Attendance, Previous_Scores, Gender",4,0.9190193704600484,0.005508128529946749
SVM (rbf),"Attendance, Previous_Scores, Gender",5,0.9658474576271187,0.003689771528213523
SVM (rbf),Gender,0,0.1101089588377724,0.007049557450465633
SVM (rbf),Gender,1,0.32111985472154964,0.011067935232980445
SVM (rbf),Gender,2,0.523728813559322,0.012853310356895617
SVM (rbf),Gender,3,0.6796489104116223,0.01147481759635852
SVM (rbf),Gender,4,0.799273607748184,0.009338528220666801
SVM (rbf),Gender,5,0.8856113801452784,0.008462974966769916
SVM (rbf),Hours_Studied,0,0.12575665859564164,0.007425868872682565
SVM (rbf),Hours_Studied,1,0.35017554479418883,0.010418877058895585
